,0
1061,0
1062,0
1063,0
1064,1
1065,1
1066,0
1067,1
1068,1
1069,0
1070,0
1071,1
1072,1
1073,0
1074,1
1075,1
1076,1
1077,1
1078,1
1079,0
1080,1
1081,1
1082,0
1083,1
1084,1
1085,0
1086,0
1087,1
1088,1
1089,0
1090,1
1091,1
1092,0
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,1
1103,1
1104,1
1105,1
1106,0
1107,0
1108,0
1109,0
1110,1
1111,1
1112,0
1113,0
1114,1
1115,0
1116,1
1117,1
1118,1
1119,1
1120,0
1121,1
1122,1
1123,1
1124,1
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,1
1132,1
1133,0
1134,1
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,1
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,1
1157,0
1158,0
1159,1
1160,1
1161,1
1162,0
1163,1
1164,1
1165,0
1166,1
1167,0
1168,0
1169,1
1170,1
1171,0
1172,0
1173,0
1174,0
1175,0
1176,1
1177,0
1178,1
1179,1
1180,0
1181,1
1182,0
1183,0
1184,0
1185,1
1186,1
1187,0
1188,0
1189,1
1190,0
1191,1
1192,0
1193,1
1194,0
1195,1
1196,1
1197,1
1198,0
1199,0
1200,0
1201,1
1202,1
1203,1
1204,0
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,0
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,1
1220,1
1221,1
1222,0
1223,1
1224,0
1225,0
1226,1
1227,1
1228,1
1229,0
1230,0
1231,1
1232,0
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,0
1240,1
1241,0
1242,0
1243,1
1244,1
1245,1
1246,0
1247,0
1248,0
1249,0
1250,1
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,1
1264,1
1265,0
1266,0
1267,0
1268,0
1269,1
1270,0
1271,0
1272,1
1273,1
1274,1
1275,0
1276,1
1277,0
1278,0
1279,0
1280,1
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,0
1288,1
1289,1
1290,1
1291,1
1292,0
1293,0
1294,0
1295,1
1296,0
1297,0
1298,1
1299,1
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1310,1
1311,1
1312,1
1313,1
1314,1
1315,0
1316,1
1317,0
1318,0
1319,1
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,0
1333,1
1334,0
1335,1
1336,1
1337,1
1338,0
1339,1
1340,0
1341,0
1342,0
1343,1
1344,0
1345,1
1346,0
1347,0
1348,0
1349,1
1350,1
1351,0
1352,1
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,1
1360,0
1361,0
1362,1
1363,0
1364,0
1365,1
1366,1
1367,0
1368,1
1369,0
1370,1
1371,1
1372,1
1373,1
1374,1
1375,0
1376,0
1377,1
1378,0
1379,1
1380,0
1381,0
1382,1
1383,1
1384,1
1385,0
1386,0
1387,0
1388,0
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,1
1396,1
1397,0
1398,1
1399,0
1400,0
1401,1
1402,1
1403,0
1404,1
1405,1
1406,0
1407,1
1408,1
1409,0
1410,0
1411,0
1412,1
1413,1
1414,0
1415,0
1416,0
1417,1
1418,1
1419,1
1420,1
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,1
1428,0
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,1
1436,1
1437,0
1438,0
1439,0
1440,1
1441,1
1442,1
1443,1
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,1
1462,1
1463,0
1464,0
1465,0
1466,1
1467,1
1468,1
1469,0
1470,0
1471,0
1472,1
1473,1
1474,1
1475,1
1476,0
1477,0
1478,1
1479,0
1480,0
1481,0
1482,0
1483,1
1484,0
1485,0
1486,0
1487,0
1488,0
1489,1
1490,0
1491,0
1492,0
1493,0
1494,1
1495,0
1496,1
1497,0
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,0
1512,0
1513,1
1514,0
1515,0
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,0
1524,0
1525,0
1526,1
1527,0
1528,0
1529,0
1530,1
1531,1
1532,1
1533,0
1534,0
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,0
1544,0
1545,0
1546,1
1547,1
1548,1
1549,0
1550,1
1551,0
1552,1
1553,0
1554,1
1555,1
1556,1
1557,1
1558,1
1559,0
1560,0
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,1
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,1
1581,0
1582,1
1583,1
1584,1
1585,0
1586,1
1587,1
1588,0
1589,0
1590,1
1591,0
1592,1
1593,0
1594,1
1595,0
1596,1
1597,0
1598,0
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,1
1606,1
1607,0
1608,1
1609,1
1610,1
1611,1
1612,0
1613,1
1614,0
1615,0
1616,1
1617,1
1618,0
1619,0
1620,0
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,1
1631,0
1632,1
1633,1
1634,0
1635,0
1636,1
1637,0
1638,0
1639,1
1640,1
1641,0
1642,0
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,0
1650,1
1651,0
1652,0
1653,1
1654,0
1655,1
1656,0
1657,0
1658,1
1659,1
1660,0
1661,1
1662,1
1663,0
1664,1
1665,0
1666,0
1667,1
1668,0
1669,1
1670,1
1671,1
1672,0
1673,1
1674,1
1675,0
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,0
1691,1
1692,1
1693,0
1694,1
1695,1
1696,1
1697,1
1698,0
1699,1
1700,0
1701,0
1702,1
1703,0
1704,1
1705,1
1706,1
1707,0
1708,1
1709,0
1710,0
1711,1
1712,1
1713,1
1714,0
1715,1
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,1
1723,0
1724,0
1725,1
1726,0
1727,0
1728,0
1729,0
1730,1
1731,1
1732,1
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,1
1742,1
1743,0
1744,0
1745,1
1746,0
1747,0
1748,1
1749,1
1750,1
1751,0
1752,0
1753,1
1754,0
1755,0
1756,0
1757,0
1758,0
1759,1
1760,1
1761,1
1762,0
1763,0
1764,0
1765,0
1766,1
1767,0
1768,1
1769,1
1770,0
1771,1
1772,1
1773,0
1774,0
1775,1
1776,1
1777,0
1778,1
1779,1
1780,1
1781,1
1782,0
1783,1
1784,0
1785,1
1786,1
1787,0
1788,1
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,0
1796,0
1797,1
1798,0
1799,1
1800,1
1801,0
1802,1
1803,0
1804,0
1805,0
1806,1
1807,0
1808,0
1809,0
1810,1
1811,1
1812,1
1813,1
1814,1
1815,0
1816,1
1817,1
1818,0
1819,1
1820,0
1821,1
1822,1
1823,1
1824,0
1825,0
1826,1
1827,0
1828,0
1829,0
1830,0
1831,0
1832,1
1833,1
1834,0
1835,0
1836,1
1837,0
1838,0
1839,0
1840,0
1841,1
1842,0
1843,1
1844,0
1845,1
1846,1
1847,0
1848,0
1849,1
1850,0
1851,0
1852,1
1853,0
1854,1
1855,0
1856,1
1857,0
1858,0
1859,1
1860,0
1861,1
1862,0
1863,1
1864,0
1865,1
1866,0
1867,0
1868,0
1869,1
1870,0
1871,1
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,0
1879,1
1880,0
1881,1
1882,1
1883,0
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,0
1891,1
1892,1
1893,0
1894,1
1895,1
1896,0
1897,1
1898,0
1899,1
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,0
1910,0
1911,0
1912,0
1913,1
1914,1
1915,1
1916,0
1917,0
1918,1
1919,1
1920,1
1921,0
1922,1
1923,1
1924,0
1925,1
1926,0
1927,1
1928,1
1929,0
1930,1
1931,0
1932,0
1933,0
1934,1
1935,0
1936,1
1937,1
1938,1
1939,0
1940,0
1941,0
1942,0
1943,1
1944,0
1945,1
1946,1
1947,0
1948,1
1949,1
1950,0
1951,1
1952,1
1953,0
1954,1
1955,1
1956,1
1957,1
1958,0
1959,1
1960,0
1961,1
1962,0
1963,0
1964,1
1965,0
1966,1
1967,0
1968,1
1969,0
1970,1
1971,1
1972,0
1973,1
1974,1
1975,0
1976,0
1977,1
1978,1
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,0
1992,0
1993,0
1994,1
1995,0
1996,0
1997,1
1998,0
1999,1
2000,0
2001,0
2002,0
2003,1
2004,0
2005,0
2006,1
2007,0
2008,0
2009,1
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,1
2018,0
2019,1
2020,1
2021,1
2022,0
2023,0
2024,1
2025,0
2026,0
2027,1
2028,0
2029,1
2030,0
2031,1
2032,1
2033,0
2034,0
2035,1
2036,1
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,0
2051,0
2052,1
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,1
2062,0
2063,0
2064,1
2065,1
2066,0
2067,0
2068,0
2069,1
2070,1
2071,1
2072,1
2073,0
2074,1
2075,0
2076,0
2077,0
2078,1
2079,0
2080,1
2081,0
2082,0
2083,0
2084,1
2085,0
2086,1
2087,1
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,0
2095,0
2096,0
2097,0
2098,1
2099,1
2100,0
2101,0
2102,1
2103,1
2104,1
2105,0
2106,1
2107,1
2108,1
2109,1
2110,0
2111,0
2112,1
2113,1
2114,1
2115,0
2116,1
2117,0
2118,0
2119,1
2120,1
2121,0
2122,1
2123,0
2124,1
2125,0
2126,0
2127,1
2128,0
2129,1
2130,0
2131,1
2132,0
2133,1
2134,0
2135,0
2136,1
2137,0
2138,1
2139,0
2140,1
2141,1
2142,1
2143,0
2144,1
2145,0
2146,0
2147,0
2148,1
2149,1
2150,1
2151,1
2152,0
2153,1
2154,1
2155,1
2156,1
2157,0
2158,1
2159,0
2160,0
2161,1
2162,1
2163,0
2164,1
2165,0
2166,1
2167,1
2168,0
2169,0
2170,1
2171,0
2172,0
2173,0
2174,1
2175,1
2176,1
2177,1
2178,0
2179,1
2180,1
2181,0
2182,1
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,1
2190,0
2191,1
2192,1
2193,1
2194,0
2195,1
2196,1
2197,0
2198,0
2199,1
2200,0
2201,1
2202,0
2203,0
2204,0
2205,1
2206,1
2207,1
2208,1
2209,1
2210,1
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,1
2219,0
2220,1
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,1
2228,1
2229,0
2230,1
2231,1
2232,1
2233,1
2234,1
2235,0
2236,1
2237,0
2238,1
2239,1
2240,0
2241,0
2242,1
2243,0
2244,0
2245,0
2246,0
2247,1
2248,1
2249,1
2250,1
2251,0
2252,0
2253,0
2254,1
2255,0
2256,0
2257,1
2258,1
2259,0
2260,0
2261,0
2262,0
2263,1
2264,0
2265,0
2266,1
2267,0
2268,1
2269,0
2270,0
2271,0
2272,1
2273,0
2274,1
2275,0
2276,0
2277,1
2278,0
2279,1
2280,0
2281,1
2282,1
2283,0
2284,1
2285,1
2286,0
2287,1
2288,0
2289,0
2290,1
2291,1
2292,1
2293,0
2294,0
2295,1
2296,0
2297,0
2298,1
2299,0
2300,1
2301,0
2302,1
2303,0
2304,0
2305,1
2306,0
2307,1
2308,0
2309,1
2310,1
2311,1
2312,0
2313,1
2314,0
2315,0
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,1
2323,1
2324,0
2325,1
2326,1
2327,0
2328,1
2329,1
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,1
2337,1
2338,1
2339,0
2340,0
2341,1
2342,0
2343,0
2344,1
2345,0
2346,1
2347,0
2348,1
2349,0
2350,0
2351,1
2352,1
2353,0
2354,0
2355,0
2356,0
2357,0
2358,1
2359,0
2360,1
2361,0
2362,0
2363,0
2364,1
2365,1
2366,0
2367,0
2368,0
2369,0
2370,1
2371,0
2372,1
2373,0
2374,0
2375,1
2376,1
2377,0
2378,1
2379,0
2380,1
2381,1
2382,0
2383,1
2384,1
2385,0
2386,0
2387,1
2388,0
2389,0
2390,0
2391,1
2392,1
2393,1
2394,0
2395,1
2396,1
2397,0
2398,0
2399,1
2400,0
2401,0
2402,0
2403,1
2404,0
2405,1
2406,1
2407,0
2408,0
2409,1
2410,0
2411,1
2412,1
2413,0
2414,1
2415,0
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,0
2423,0
2424,0
2425,0
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,1
2444,1
2445,0
2446,1
2447,1
2448,0
2449,0
2450,1
2451,0
2452,1
2453,1
2454,1
2455,0
2456,1
2457,1
2458,1
2459,0
2460,0
2461,0
2462,0
2463,0
2464,1
2465,0
2466,0
2467,0
2468,1
2469,0
2470,0
2471,1
2472,0
2473,0
2474,0
2475,1
2476,1
2477,0
2478,1
2479,0
2480,0
2481,0
2482,1
2483,0
2484,1
2485,0
2486,1
2487,1
2488,0
2489,0
2490,1
2491,0
2492,1
2493,1
2494,0
2495,1
2496,0
2497,0
2498,1
2499,1
2500,1
2501,1
2502,1
2503,0
2504,0
2505,0
2506,0
2507,1
2508,0
2509,1
2510,0
2511,0
2512,1
2513,1
2514,1
2515,0
2516,1
2517,1
2518,0
2519,0
2520,1
2521,1
2522,0
2523,1
2524,0
2525,1
2526,0
2527,0
2528,0
2529,1
2530,1
2531,1
2532,1
2533,1
2534,0
2535,0
2536,0
2537,1
2538,1
2539,1
2540,1
2541,0
2542,1
2543,0
2544,1
2545,0
2546,0
2547,1
2548,0
2549,1
2550,1
2551,1
2552,0
2553,1
2554,1
2555,0
2556,1
2557,1
2558,0
2559,1
2560,1
2561,0
2562,1
2563,0
2564,1
2565,1
2566,1
2567,0
2568,1
2569,0
2570,1
2571,0
2572,1
2573,0
2574,0
2575,1
2576,0
2577,1
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,1
2585,1
2586,0
2587,1
2588,1
2589,0
2590,0
2591,0
2592,1
2593,0
2594,1
2595,1
2596,0
2597,1
2598,0
2599,1
2600,0
2601,0
2602,1
2603,0
2604,1
2605,1
2606,1
2607,0
2608,0
2609,1
2610,0
2611,1
2612,0
2613,0
2614,0
2615,1
2616,0
2617,0
2618,1
2619,0
2620,0
2621,1
2622,0
2623,1
2624,0
2625,0
2626,1
2627,0
2628,0
2629,0
2630,1
2631,0
2632,0
2633,1
2634,1
2635,1
2636,0
2637,0
2638,0
2639,1
2640,0
2641,1
2642,1
2643,0
2644,1
2645,0
2646,1
2647,1
2648,0
2649,0
2650,1
2651,1
2652,1
2653,0
2654,0
2655,1
2656,1
2657,0
2658,0
2659,1
2660,0
2661,1
2662,0
2663,1
2664,0
2665,0
2666,1
2667,0
2668,1
2669,0
2670,1
2671,0
2672,1
2673,1
2674,1
2675,0
2676,0
2677,0
2678,1
2679,1
2680,1
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,1
2688,1
2689,0
2690,0
2691,1
2692,1
2693,1
2694,0
2695,1
2696,0
2697,0
2698,0
2699,0
2700,1
2701,0
2702,0
2703,1
2704,0
2705,1
2706,1
2707,1
2708,1
2709,0
2710,0
2711,1
2712,1
2713,1
2714,0
2715,1
2716,1
2717,1
2718,0
2719,0
2720,1
2721,0
2722,1
2723,1
2724,1
2725,1
2726,0
2727,0
2728,1
2729,0
2730,0
2731,1
2732,0
2733,0
2734,0
2735,1
2736,1
2737,1
2738,0
2739,1
2740,0
2741,1
2742,1
2743,1
2744,0
2745,1
2746,0
2747,0
2748,0
2749,0
2750,0
2751,1
2752,1
2753,0
2754,0
2755,0
2756,0
2757,1
2758,1
2759,1
2760,0
2761,0
2762,1
2763,0
2764,0
2765,0
2766,1
2767,0
2768,0
2769,0
2770,1
2771,1
2772,0
2773,1
2774,0
2775,0
2776,1
2777,1
2778,0
2779,1
2780,0
2781,1
2782,1
2783,0
2784,0
2785,1
2786,0
2787,0
2788,1
2789,0
2790,0
2791,0
2792,0
2793,0
2794,1
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,1
2802,0
2803,0
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,0
2812,0
2813,0
2814,0
2815,1
2816,1
2817,0
2818,0
2819,1
2820,0
2821,1
2822,0
2823,1
2824,1
2825,0
2826,1
2827,1
2828,0
2829,1
2830,1
2831,1
2832,0
2833,1
2834,0
2835,1
2836,1
2837,0
2838,1
2839,0
2840,1
2841,1
2842,1
2843,0
2844,1
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,0
2860,0
2861,0
2862,0
2863,1
2864,1
2865,1
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,1
2873,1
2874,1
2875,0
2876,0
2877,1
2878,0
2879,0
2880,1
2881,1
2882,1
2883,1
2884,0
2885,1
2886,0
2887,1
2888,0
2889,1
2890,1
2891,0
2892,1
2893,1
2894,1
2895,0
2896,1
2897,1
2898,1
2899,0
2900,1
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,0
2914,0
2915,1
2916,0
2917,0
2918,0
2919,1
2920,1
2921,1
2922,1
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,1
2933,1
2934,1
2935,1
2936,1
2937,0
2938,0
2939,1
2940,0
2941,1
2942,0
2943,1
2944,0
2945,0
2946,0
2947,1
2948,0
2949,0
2950,0
2951,1
2952,0
2953,1
2954,0
2955,1
2956,0
2957,0
2958,0
2959,0
2960,0
2961,1
2962,0
2963,1
2964,0
2965,0
2966,0
2967,1
2968,1
2969,1
2970,0
2971,0
2972,1
2973,1
2974,0
2975,0
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,0
2990,0
2991,1
2992,0
2993,0
2994,1
2995,1
2996,0
2997,1
